date_of_birth,gender,marital_status,religion,nationality,cnic,father_name,father_occupation,semester,address
2001-04-20,Female,Other,Islam,Pakistani,5816195723060,Tariq Ali,Artist,6,1234 Street Lahore
1994-08-09,Male,Single,Islam,Pakistani,4265787052914,Waqas Ahmed,Engineer,7,5678 Street Karachi
2002-10-11,Female,Married,Islam,Pakistani,1087562400671,Waseem Khan,Doctor,8,9012 Street Islamabad
1997-08-21,Male,Other,Islam,Pakistani,9145920123726,Yasir Ahmed,Teacher,1,1234 Street Lahore
1997-05-16,Female,Single,Islam,Pakistani,3594141772761,Yasir Khan,Accountant,2,5678 Street Karachi
1995-07-28,Male,Married,Islam,Pakistani,4887910062868,Zafar Ali,Professor,3,9012 Street Islamabad
2002-10-02,Female,Other,Islam,Pakistani,5095178144556,Zahid Ahmed,Artist,4,1234 Street Lahore
1994-11-21,Male,Single,Islam,Pakistani,7183080556489,Zaid Khan,Engineer,5,5678 Street Karachi
1996-08-15,Female,Married,Islam,Pakistani,2938064579629,Zain Ahmed,Doctor,6,9012 Street Islamabad
2003-04-27,Male,Other,Islam,Pakistani,4225169220632,Zainab Khan,Teacher,7,1234 Street Lahore
2003-11-03,Female,Single,Islam,Pakistani,0356083375412,Zainul Abideen,Accountant,8,5678 Street Karachi
2003-02-17,Male,Married,Islam,Pakistani,4737193200579,Zakir Khan,Professor,1,9012 Street Islamabad
2001-06-25,Female,Other,Islam,Pakistani,9245359821777,Zara Ahmed,Artist,2,1234 Street Lahore
1995-05-22,Male,Single,Islam,Pakistani,6482347881300,Zeeshan Ali,Engineer,3,5678 Street Karachi
1995-07-22,Female,Married,Islam,Pakistani,0405261118332,Zia Ahmed,Doctor,4,9012 Street Islamabad
1994-04-19,Male,Other,Islam,Pakistani,8676049207978,Zubair Ali,Teacher,5,1234 Street Lahore
2004-11-13,Female,Single,Islam,Pakistani,8837584164980,Zubair Ahmed,Accountant,6,5678 Street Karachi
1994-03-12,Male,Married,Islam,Pakistani,8569477207385,Ahmed Ali,Professor,7,9012 Street Islamabad
2003-03-01,Female,Other,Islam,Pakistani,6408587687863,Asad Khan,Artist,8,1234 Street Lahore
2002-05-18,Male,Single,Islam,Pakistani,6867141486325,Asad Ahmed,Engineer,1,5678 Street Karachi
1999-04-05,Female,Married,Islam,Pakistani,1253732393556,Bilal Khan,Doctor,2,9012 Street Islamabad
1996-10-30,Male,Other,Islam,Pakistani,1144861347836,Faisal Ahmed,Teacher,3,1234 Street Lahore
1995-06-14,Female,Single,Islam,Pakistani,9856146407305,Ghulam Ali,Accountant,4,5678 Street Karachi
1995-10-22,Male,Married,Islam,Pakistani,8022523863077,Hassan Khan,Professor,5,9012 Street Islamabad
2004-10-10,Female,Other,Islam,Pakistani,0618102863396,Imran Ahmed,Artist,6,1234 Street Lahore
2002-09-07,Male,Single,Islam,Pakistani,5474804389463,Javed Ali,Engineer,7,5678 Street Karachi
1996-09-28,Female,Married,Islam,Pakistani,8929520138483,Khalid Khan,Doctor,8,9012 Street Islamabad
2002-09-01,Male,Other,Islam,Pakistani,8841360159358,Mohammad Hassan,Teacher,1,1234 Street Lahore
2002-07-02,Female,Single,Islam,Pakistani,4547746098764,Obaid Ali,Accountant,2,5678 Street Karachi
1999-11-14,Male,Married,Islam,Pakistani,5918064069688,Shahid Khan,Professor,3,9012 Street Islamabad
1997-10-29,Female,Other,Islam,Pakistani,9117906217101,Waheed Ahmed,Artist,4,1234 Street Lahore
2003-04-29,Male,Single,Islam,Pakistani,6212980663481,Yasir Ali,Engineer,5,5678 Street Karachi
1996-05-28,Female,Married,Islam,Pakistani,7818266230105,Zubair Khan,Doctor,6,9012 Street Islamabad
2002-06-30,Male,Other,Islam,Pakistani,3694745576742,Asad Ahmed,Teacher,7,1234 Street Lahore
2003-08-09,Female,Single,Islam,Pakistani,4585992846816,Bilal Ali,Accountant,8,5678 Street Karachi
1996-08-22,Male,Married,Islam,Pakistani,7557718461255,Fahad Khan,Professor,1,9012 Street Islamabad
1995-12-08,Female,Other,Islam,Pakistani,5580239920183,Faisal Ahmed,Artist,2,1234 Street Lahore
1999-09-13,Male,Single,Islam,Pakistani,2597157488870,Ghulam Ali,Engineer,3,5678 Street Karachi
2000-03-28,Female,Married,Islam,Pakistani,3132084780409,Haris Ali,Doctor,4,9012 Street Islamabad
2003-11-17,Male,Other,Islam,Pakistani,2174427249614,Imran Khan,Teacher,5,1234 Street Lahore
1995-07-21,Female,Single,Islam,Pakistani,2566206129042,Javed Ahmed,Accountant,6,5678 Street Karachi
2004-03-24,Male,Married,Islam,Pakistani,3164131556612,Kamran Ali,Professor,7,9012 Street Islamabad
1998-09-05,Female,Other,Islam,Pakistani,2766440287103,Khalid Ahmed,Artist,8,1234 Street Lahore
1996-02-04,Male,Single,Islam,Pakistani,6068845479388,Mohammad Ali,Engineer,1,5678 Street Karachi
1999-05-25,Female,Married,Islam,Pakistani,1329704623956,Nadeem Khan,Doctor,2,9012 Street Islamabad
2003-03-17,Male,Other,Islam,Pakistani,0766419231673,Obaid Ahmed,Teacher,3,1234 Street Lahore
1994-12-24,Female,Single,Islam,Pakistani,0056810089173,Rizwan Ali,Accountant,4,5678 Street Karachi
1994-10-12,Male,Married,Islam,Pakistani,2699242635655,Saad Ahmed,Professor,5,9012 Street Islamabad
1994-01-21,Female,Other,Islam,Pakistani,4864185466485,Sajid Khan,Artist,6,1234 Street Lahore
2001-03-01,Male,Single,Islam,Pakistani,1017529076650,Sajjad Ahmed,Engineer,7,5678 Street Karachi
1994-12-09,Female,Married,Islam,Pakistani,4848995070839,Salman Ali,Doctor,8,9012 Street Islamabad
2000-10-10,Male,Other,Islam,Pakistani,7311305784784,Sami Khan,Teacher,1,1234 Street Lahore
1998-03-13,Female,Single,Islam,Pakistani,9060463964243,Saqib Ali,Accountant,2,5678 Street Karachi
2002-01-30,Male,Married,Islam,Pakistani,2152255057233,Shahbaz Ahmed,Professor,3,9012 Street Islamabad
1996-06-14,Female,Other,Islam,Pakistani,6880436566645,Shahid Ali,Artist,4,1234 Street Lahore
2003-09-13,Male,Single,Islam,Pakistani,8013071829434,Shakeel Ahmed,Engineer,5,5678 Street Karachi
1998-03-08,Female,Married,Islam,Pakistani,4718296864115,Shoaib Khan,Doctor,6,9012 Street Islamabad
1995-11-12,Male,Other,Islam,Pakistani,1471862717892,Sohail Ahmed,Teacher,7,1234 Street Lahore
1994-09-02,Female,Single,Islam,Pakistani,8028007015522,Taimoor Ali,Accountant,8,5678 Street Karachi
1995-08-03,Male,Married,Islam,Pakistani,8467959680904,Talha Ahmed,Professor,1,9012 Street Islamabad
1997-10-02,Female,Other,Islam,Pakistani,6078453727059,Tariq Ali,Artist,2,1234 Street Lahore
1998-03-22,Male,Single,Islam,Pakistani,9182669240275,Waqas Ahmed,Engineer,3,5678 Street Karachi
1999-09-04,Female,Married,Islam,Pakistani,3000262349010,Waseem Khan,Doctor,4,9012 Street Islamabad
1996-04-09,Male,Other,Islam,Pakistani,6056681252142,Yasir Ahmed,Teacher,5,1234 Street Lahore
1996-08-19,Female,Single,Islam,Pakistani,9573285589732,Yasir Khan,Accountant,6,5678 Street Karachi
2004-12-25,Male,Married,Islam,Pakistani,6515330455375,Zafar Ali,Professor,7,9012 Street Islamabad
1997-06-23,Female,Other,Islam,Pakistani,8524284022006,Zahid Ahmed,Artist,8,1234 Street Lahore
2004-02-07,Male,Single,Islam,Pakistani,9042815733944,Zaid Khan,Engineer,1,5678 Street Karachi
1999-11-11,Female,Married,Islam,Pakistani,8746114722410,Zain Ahmed,Doctor,2,9012 Street Islamabad
1998-02-01,Male,Other,Islam,Pakistani,7842933379242,Zainab Khan,Teacher,3,1234 Street Lahore
2004-07-21,Female,Single,Islam,Pakistani,5050008886958,Zainul Abideen,Accountant,4,5678 Street Karachi
2001-06-26,Male,Married,Islam,Pakistani,3956541590849,Zakir Khan,Professor,5,9012 Street Islamabad
2002-04-15,Female,Other,Islam,Pakistani,0290771642580,Zara Ahmed,Artist,6,1234 Street Lahore
1997-06-30,Male,Single,Islam,Pakistani,6104548899933,Zeeshan Ali,Engineer,7,5678 Street Karachi
1996-10-21,Female,Married,Islam,Pakistani,8129112924056,Zia Ahmed,Doctor,8,9012 Street Islamabad
1998-11-13,Male,Other,Islam,Pakistani,3653797413342,Zubair Ali,Teacher,1,1234 Street Lahore
1998-11-13,Female,Single,Islam,Pakistani,5939468294890,Zubair Ahmed,Accountant,2,5678 Street Karachi
2002-04-09,Male,Married,Islam,Pakistani,4006626252968,Ahmed Ali,Professor,3,9012 Street Islamabad
1997-03-12,Female,Other,Islam,Pakistani,4683924471758,Asad Khan,Artist,4,1234 Street Lahore
1997-10-28,Male,Single,Islam,Pakistani,5327742353846,Asad Ahmed,Engineer,5,5678 Street Karachi
1999-09-15,Female,Married,Islam,Pakistani,5744352428571,Bilal Khan,Doctor,6,9012 Street Islamabad
1994-06-10,Male,Other,Islam,Pakistani,9552402753284,Faisal Ahmed,Teacher,7,1234 Street Lahore
1997-11-26,Female,Single,Islam,Pakistani,4815357326279,Ghulam Ali,Accountant,8,5678 Street Karachi
2002-08-09,Male,Married,Islam,Pakistani,0868035945379,Hassan Khan,Professor,1,9012 Street Islamabad
1996-08-07,Female,Other,Islam,Pakistani,1521167214073,Imran Ahmed,Artist,2,1234 Street Lahore
2004-04-17,Male,Single,Islam,Pakistani,8411615693502,Javed Ali,Engineer,3,5678 Street Karachi
1997-06-15,Female,Married,Islam,Pakistani,5215934437499,Khalid Khan,Doctor,4,9012 Street Islamabad
1999-10-20,Male,Other,Islam,Pakistani,9707631889437,Mohammad Hassan,Teacher,5,1234 Street Lahore
2004-04-13,Female,Single,Islam,Pakistani,4148843682849,Obaid Ali,Accountant,6,5678 Street Karachi
2004-08-30,Male,Married,Islam,Pakistani,8704109901185,Shahid Khan,Professor,7,9012 Street Islamabad
1999-11-16,Female,Other,Islam,Pakistani,0336946930281,Waheed Ahmed,Artist,8,1234 Street Lahore
2000-03-20,Male,Single,Islam,Pakistani,5648083188318,Yasir Ali,Engineer,1,5678 Street Karachi
1996-05-02,Female,Married,Islam,Pakistani,8983259507550,Zubair Khan,Doctor,2,9012 Street Islamabad
2000-09-09,Male,Other,Islam,Pakistani,1134933802611,Asad Ahmed,Teacher,3,1234 Street Lahore
1999-09-13,Female,Single,Islam,Pakistani,3315111297628,Bilal Ali,Accountant,4,5678 Street Karachi
2004-03-02,Male,Married,Islam,Pakistani,6515382064261,Fahad Khan,Professor,5,9012 Street Islamabad
2003-07-17,Female,Other,Islam,Pakistani,9660645600517,Faisal Ahmed,Artist,6,1234 Street Lahore
2002-11-03,Male,Single,Islam,Pakistani,2646414955709,Ghulam Ali,Engineer,7,5678 Street Karachi
1997-08-22,Female,Married,Islam,Pakistani,3883776400333,Haris Ali,Doctor,8,9012 Street Islamabad
2000-11-14,Male,Other,Islam,Pakistani,3130700113359,Imran Khan,Teacher,1,1234 Street Lahore
1995-07-05,Female,Single,Islam,Pakistani,1616206837263,Javed Ahmed,Accountant,2,5678 Street Karachi
1997-01-19,Male,Married,Islam,Pakistani,1211981639022,Kamran Ali,Professor,3,9012 Street Islamabad
1997-05-17,Female,Other,Islam,Pakistani,2808656908066,Khalid Ahmed,Artist,4,1234 Street Lahore
1999-02-15,Male,Single,Islam,Pakistani,0532395349096,Mohammad Ali,Engineer,5,5678 Street Karachi
1996-08-23,Female,Married,Islam,Pakistani,0216823796303,Nadeem Khan,Doctor,6,9012 Street Islamabad
1998-07-04,Male,Other,Islam,Pakistani,1050870871217,Obaid Ahmed,Teacher,7,1234 Street Lahore
2002-04-04,Female,Single,Islam,Pakistani,7632560951058,Rizwan Ali,Accountant,8,5678 Street Karachi
2000-01-20,Male,Married,Islam,Pakistani,9147313414748,Saad Ahmed,Professor,1,9012 Street Islamabad
2001-03-01,Female,Other,Islam,Pakistani,4667640013597,Sajid Khan,Artist,2,1234 Street Lahore
2002-01-01,Male,Single,Islam,Pakistani,3291881777386,Sajjad Ahmed,Engineer,3,5678 Street Karachi
1996-08-17,Female,Married,Islam,Pakistani,0917925535043,Salman Ali,Doctor,4,9012 Street Islamabad
2001-03-17,Male,Other,Islam,Pakistani,8164969133242,Sami Khan,Teacher,5,1234 Street Lahore
2003-06-17,Female,Single,Islam,Pakistani,2990869570981,Saqib Ali,Accountant,6,5678 Street Karachi
2001-10-17,Male,Married,Islam,Pakistani,6008031503786,Shahbaz Ahmed,Professor,7,9012 Street Islamabad
2000-11-15,Female,Other,Islam,Pakistani,7486317944812,Shahid Ali,Artist,8,1234 Street Lahore
1998-07-09,Male,Single,Islam,Pakistani,1271596570415,Shakeel Ahmed,Engineer,1,5678 Street Karachi
1996-11-01,Female,Married,Islam,Pakistani,5342601149994,Shoaib Khan,Doctor,2,9012 Street Islamabad
2000-01-11,Male,Other,Islam,Pakistani,1000815074993,Sohail Ahmed,Teacher,3,1234 Street Lahore
2003-11-27,Female,Single,Islam,Pakistani,4778582921635,Taimoor Ali,Accountant,4,5678 Street Karachi
2002-11-19,Male,Married,Islam,Pakistani,2486593053619,Talha Ahmed,Professor,5,9012 Street Islamabad
2002-03-16,Female,Other,Islam,Pakistani,0143009471520,Tariq Ali,Artist,6,1234 Street Lahore
1999-11-15,Male,Single,Islam,Pakistani,9371536240028,Waqas Ahmed,Engineer,7,5678 Street Karachi
1997-12-30,Female,Married,Islam,Pakistani,2615006166886,Waseem Khan,Doctor,8,9012 Street Islamabad
1995-02-20,Male,Other,Islam,Pakistani,6619618094528,Yasir Ahmed,Teacher,1,1234 Street Lahore
2001-11-10,Female,Single,Islam,Pakistani,0350326492250,Yasir Khan,Accountant,2,5678 Street Karachi
1995-04-03,Male,Married,Islam,Pakistani,4768338615950,Zafar Ali,Professor,3,9012 Street Islamabad
1995-02-08,Female,Other,Islam,Pakistani,0025647816126,Zahid Ahmed,Artist,4,1234 Street Lahore
1999-02-21,Male,Single,Islam,Pakistani,4417296636036,Zaid Khan,Engineer,5,5678 Street Karachi
1997-05-29,Female,Married,Islam,Pakistani,3356407031472,Zain Ahmed,Doctor,6,9012 Street Islamabad
1999-03-13,Male,Other,Islam,Pakistani,5798015709856,Zainab Khan,Teacher,7,1234 Street Lahore
1999-06-04,Female,Single,Islam,Pakistani,6816072096895,Zainul Abideen,Accountant,8,5678 Street Karachi
2000-12-07,Male,Married,Islam,Pakistani,4695029248102,Zakir Khan,Professor,1,9012 Street Islamabad
1995-07-01,Female,Other,Islam,Pakistani,5099569329763,Zara Ahmed,Artist,2,1234 Street Lahore
1998-05-11,Male,Single,Islam,Pakistani,0072536851816,Zeeshan Ali,Engineer,3,5678 Street Karachi
2000-02-09,Female,Married,Islam,Pakistani,3705615716345,Zia Ahmed,Doctor,4,9012 Street Islamabad
1995-10-03,Male,Other,Islam,Pakistani,5587549014431,Zubair Ali,Teacher,5,1234 Street Lahore
1999-06-18,Female,Single,Islam,Pakistani,2383763812041,Zubair Ahmed,Accountant,6,5678 Street Karachi
1995-03-22,Male,Married,Islam,Pakistani,6895912412819,Ahmed Ali,Professor,7,9012 Street Islamabad
2003-01-11,Female,Other,Islam,Pakistani,0335445690966,Asad Khan,Artist,8,1234 Street Lahore
1995-03-16,Male,Single,Islam,Pakistani,2650088765839,Asad Ahmed,Engineer,1,5678 Street Karachi
1994-09-06,Female,Married,Islam,Pakistani,8819861337642,Bilal Khan,Doctor,2,9012 Street Islamabad
1997-02-18,Male,Other,Islam,Pakistani,6148076724268,Faisal Ahmed,Teacher,3,1234 Street Lahore
2000-06-14,Female,Single,Islam,Pakistani,7564006111009,Ghulam Ali,Accountant,4,5678 Street Karachi
2002-02-06,Male,Married,Islam,Pakistani,7341406720401,Hassan Khan,Professor,5,9012 Street Islamabad
2001-04-02,Female,Other,Islam,Pakistani,1734875988057,Imran Ahmed,Artist,6,1234 Street Lahore
1997-04-30,Male,Single,Islam,Pakistani,4675449165113,Javed Ali,Engineer,7,5678 Street Karachi
1997-04-01,Female,Married,Islam,Pakistani,5892999900118,Khalid Khan,Doctor,8,9012 Street Islamabad
2001-10-20,Male,Other,Islam,Pakistani,1166436636616,Mohammad Hassan,Teacher,1,1234 Street Lahore
1996-07-15,Female,Single,Islam,Pakistani,9670437517747,Obaid Ali,Accountant,2,5678 Street Karachi
2001-04-22,Male,Married,Islam,Pakistani,0548852303017,Shahid Khan,Professor,3,9012 Street Islamabad
1998-08-09,Female,Other,Islam,Pakistani,8654332244296,Waheed Ahmed,Artist,4,1234 Street Lahore
1999-11-25,Male,Single,Islam,Pakistani,5022793512150,Yasir Ali,Engineer,5,5678 Street Karachi
1998-12-04,Female,Married,Islam,Pakistani,1647405029013,Zubair Khan,Doctor,6,9012 Street Islamabad
1996-10-25,Male,Other,Islam,Pakistani,3272748534992,Asad Ahmed,Teacher,7,1234 Street Lahore
2004-08-25,Female,Single,Islam,Pakistani,8688456242428,Bilal Ali,Accountant,8,5678 Street Karachi
1996-03-04,Male,Married,Islam,Pakistani,0555030189107,Fahad Khan,Professor,1,9012 Street Islamabad
1995-10-18,Female,Other,Islam,Pakistani,5452311788256,Faisal Ahmed,Artist,2,1234 Street Lahore
1999-02-11,Male,Single,Islam,Pakistani,1776201246372,Ghulam Ali,Engineer,3,5678 Street Karachi
2000-12-05,Female,Married,Islam,Pakistani,5597451529616,Haris Ali,Doctor,4,9012 Street Islamabad
2002-07-28,Male,Other,Islam,Pakistani,8987879067049,Imran Khan,Teacher,5,1234 Street Lahore
2003-01-25,Female,Single,Islam,Pakistani,0066107751448,Javed Ahmed,Accountant,6,5678 Street Karachi
1999-10-07,Male,Married,Islam,Pakistani,1545360210637,Kamran Ali,Professor,7,9012 Street Islamabad
1997-07-16,Female,Other,Islam,Pakistani,8071620170859,Khalid Ahmed,Artist,8,1234 Street Lahore
1998-08-16,Male,Single,Islam,Pakistani,4835043033970,Mohammad Ali,Engineer,1,5678 Street Karachi
2000-06-06,Female,Married,Islam,Pakistani,9346468960062,Nadeem Khan,Doctor,2,9012 Street Islamabad
2003-10-10,Male,Other,Islam,Pakistani,5012042370831,Obaid Ahmed,Teacher,3,1234 Street Lahore
1997-03-31,Female,Single,Islam,Pakistani,4595359626677,Rizwan Ali,Accountant,4,5678 Street Karachi
2003-09-08,Male,Married,Islam,Pakistani,2550332817265,Saad Ahmed,Professor,5,9012 Street Islamabad
1997-01-24,Female,Other,Islam,Pakistani,4270338557119,Sajid Khan,Artist,6,1234 Street Lahore
1999-08-19,Male,Single,Islam,Pakistani,9079566770306,Sajjad Ahmed,Engineer,7,5678 Street Karachi
2004-08-30,Female,Married,Islam,Pakistani,2276228390559,Salman Ali,Doctor,8,9012 Street Islamabad
1999-07-04,Male,Other,Islam,Pakistani,0457187120914,Sami Khan,Teacher,1,1234 Street Lahore
1998-02-02,Female,Single,Islam,Pakistani,7174813053267,Saqib Ali,Accountant,2,5678 Street Karachi
1994-04-16,Male,Married,Islam,Pakistani,0488094225401,Shahbaz Ahmed,Professor,3,9012 Street Islamabad
1998-04-09,Female,Other,Islam,Pakistani,0864568941275,Shahid Ali,Artist,4,1234 Street Lahore
1998-02-16,Male,Single,Islam,Pakistani,8449292470822,Shakeel Ahmed,Engineer,5,5678 Street Karachi
1999-09-24,Female,Married,Islam,Pakistani,7207356453280,Shoaib Khan,Doctor,6,9012 Street Islamabad
1999-08-30,Male,Other,Islam,Pakistani,1278461374578,Sohail Ahmed,Teacher,7,1234 Street Lahore
1995-12-23,Female,Single,Islam,Pakistani,8562324332479,Taimoor Ali,Accountant,8,5678 Street Karachi
2003-09-04,Male,Married,Islam,Pakistani,0209292502471,Talha Ahmed,Professor,1,9012 Street Islamabad
1995-02-26,Female,Other,Islam,Pakistani,6346505393986,Tariq Ali,Artist,2,1234 Street Lahore
2003-01-25,Male,Single,Islam,Pakistani,6001116775865,Waqas Ahmed,Engineer,3,5678 Street Karachi
1995-10-19,Female,Married,Islam,Pakistani,2710840759304,Waseem Khan,Doctor,4,9012 Street Islamabad
2001-03-11,Male,Other,Islam,Pakistani,0062937548834,Yasir Ahmed,Teacher,5,1234 Street Lahore
2002-04-15,Female,Single,Islam,Pakistani,5570290541164,Yasir Khan,Accountant,6,5678 Street Karachi
2001-02-16,Male,Married,Islam,Pakistani,3496111847677,Zafar Ali,Professor,7,9012 Street Islamabad
1998-02-03,Female,Other,Islam,Pakistani,1872617119090,Zahid Ahmed,Artist,8,1234 Street Lahore
1999-06-27,Male,Single,Islam,Pakistani,4714761954445,Zaid Khan,Engineer,1,5678 Street Karachi
1994-09-02,Female,Married,Islam,Pakistani,7927559886117,Zain Ahmed,Doctor,2,9012 Street Islamabad
1998-11-29,Male,Other,Islam,Pakistani,7742427255741,Zainab Khan,Teacher,3,1234 Street Lahore
2002-09-12,Female,Single,Islam,Pakistani,7410588563047,Zainul Abideen,Accountant,4,5678 Street Karachi
2003-09-24,Male,Married,Islam,Pakistani,7857868452937,Zakir Khan,Professor,5,9012 Street Islamabad
1996-01-01,Female,Other,Islam,Pakistani,3314005881396,Zara Ahmed,Artist,6,1234 Street Lahore
1994-10-25,Male,Single,Islam,Pakistani,6644877434495,Zeeshan Ali,Engineer,7,5678 Street Karachi
2002-09-09,Female,Married,Islam,Pakistani,4279273187532,Zia Ahmed,Doctor,8,9012 Street Islamabad
2002-02-10,Male,Other,Islam,Pakistani,8828971828116,Zubair Ali,Teacher,1,1234 Street Lahore
2001-09-16,Female,Single,Islam,Pakistani,8751183790705,Zubair Ahmed,Accountant,2,5678 Street Karachi
2000-07-31,Male,Married,Islam,Pakistani,8108036175753,Ahmed Ali,Professor,3,9012 Street Islamabad
2004-10-16,Female,Other,Islam,Pakistani,4219844916315,Asad Khan,Artist,4,1234 Street Lahore
2003-06-14,Male,Single,Islam,Pakistani,9431711732760,Asad Ahmed,Engineer,5,5678 Street Karachi
1994-08-27,Female,Married,Islam,Pakistani,9504841696075,Bilal Khan,Doctor,6,9012 Street Islamabad
1997-07-27,Male,Other,Islam,Pakistani,2091919324583,Faisal Ahmed,Teacher,7,1234 Street Lahore
1996-08-19,Female,Single,Islam,Pakistani,3169606391974,Ghulam Ali,Accountant,8,5678 Street Karachi
2000-03-24,Male,Married,Islam,Pakistani,8057491961111,Hassan Khan,Professor,1,9012 Street Islamabad
1995-10-26,Female,Other,Islam,Pakistani,0143594695391,Imran Ahmed,Artist,2,1234 Street Lahore
2003-08-28,Male,Single,Islam,Pakistani,7753718729402,Javed Ali,Engineer,3,5678 Street Karachi
1996-10-26,Female,Married,Islam,Pakistani,3649050392273,Khalid Khan,Doctor,4,9012 Street Islamabad
